ILOG_CSV_FORMAT,1.0

ILOG_DATA_SCHEMA,MASC,1.0
MODE,145,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,146,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,147,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,148,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,149,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,150,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,151,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,152,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,153,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,154,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,155,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,156,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,157,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,158,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,159,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,160,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,161,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,162,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,163,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,164,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,165,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,166,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,167,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,168,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,169,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,170,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,171,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,172,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,173,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,174,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,175,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,176,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,177,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,178,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,179,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,180,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,181,0,0,1,100,70,0,39930,70,40000,1500,0,0
MODE,182,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,183,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,184,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,185,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,186,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,187,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,188,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,189,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,190,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,191,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,192,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,193,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,194,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,195,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,196,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,197,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,198,0,0,1,100,90,0,39910,90,40000,2000,0,0
MODE,199,0,0,1,100,90,0,39910,90,40000,2000,0,0

CRITERION_WEIGHT|NAMES,CRITERION,WEIGHT
CRITERION_WEIGHT|KEYS,1,0
CRITERION_WEIGHT|TYPES,string,float

